"","T_MAPCODE","1750","1990","2014","2018","2020","2022","pnat_1990","pnat_2014","pnat_2018","pnat_2020","pnat_2022","ARD9022","ARD9014","ARD1422","ARD1822","ROD9022","ROD9014","ROD1422","ROD1822","nat_2040_ard9022","nat_2040_ard9014","nat_2040_ard1422","nat_2040_ard1822","pred2040lm","pred2040poly","pred2040spline","prclost50_9022","prclost50_9014","prclost50_1422","prclost50_1822","prclost50_lm","prclost50_poly","prclost50_spline","A2b_9022","A2b_9014","A2b_1422","A2b_1822","A2b_lm","A2b_poly","A2b_spline"
"11","AT25",2128.9656,2116.8632,2115.7348,2111.2128,2110.1224,2109.2204,0.994315361413073,0.99378533875794,0.991661302559327,0.99114912894788,0.99072544901618,0.238837499999988,0.0470166666666501,0.814300000000003,0.498099999999909,0.0112826138221869,0.00222105361681615,0.0384878104760579,0.0235426481617596,2104.921325,2114.51236666667,2076.1482,2091.9582,2106.68931214953,2083.13874056079,2101.01335828025,1,0,2,1,0,2,1,"LC","LC","LC","LC","LC","LC","LC"
"12","AT26",40.4824,32.3728,30.8656,30.3004,30.2088,30.174,0.799675908542972,0.762444914333142,0.748483291504456,0.746220579807521,0.745360946979428,0.0687125,0.0627999999999999,0.0864500000000001,0.0316000000000001,0.212253805664014,0.193990016309988,0.280085272925199,0.102379347882432,28.937175,29.2328,28.0503,30.7928,28.8620934579439,28.2361828357864,29.9131547770701,11,10,13,5,11,13,8,"LC","LC","LC","LC","LC","LC","LC"
"13","AT27",1239.9792,1234.4484,1233.2544,1231.6208,1231.184,1230.8536,0.995539602599786,0.994576683221783,0.993259241767926,0.992906977794466,0.992640521711977,0.112337500000002,0.0497499999999983,0.300100000000015,0.191800000000001,0.00910021836473703,0.00403014010144112,0.0243339898077813,0.0155523467015403,1228.831525,1231.9609,1219.4434,1224.8584,1229.38414018692,1221.69005387754,1227.95703025478,0,0,1,1,0,1,1,"LC","LC","LC","LC","LC","LC","LC"
"14","AT28",1030.5104,920.2624,913.5756,909.176,908.47,908.232,0.893016120943564,0.886527297541102,0.882257956833818,0.881572859429657,0.881341905913807,0.37595,0.278616666666665,0.667950000000005,0.236000000000018,0.0408524785974087,0.0302757851094062,0.0731138178383929,0.0258325638294213,901.4649,906.331566666667,886.8649,908.462399999999,901.566114018691,890.182306143556,906.543446178343,2,2,4,1,2,3,1,"LC","LC","LC","LC","LC","LC","LC"
"15","AT29",784.614,771.7464,770.276,768.554,768.3452,768.056,0.983600088706039,0.981726046183219,0.979531336427849,0.97926521831117,0.978896629425424,0.115324999999999,0.0612666666666684,0.277499999999989,0.124499999999983,0.0149433803643268,0.0079387045623625,0.0360260478062395,0.0161630376644194,765.98015,768.683066666667,757.871400000001,765.521400000001,766.344842990654,759.961802521809,764.981357324841,1,0,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"16","AT30",674.0584,633.7716,629.7036,626.7168,626.088,625.3256,0.940232478372794,0.934197392985534,0.929766322918014,0.928833466061694,0.927702406794426,0.263937500000001,0.169499999999999,0.547250000000005,0.347800000000007,0.0416455234030684,0.0267446505965239,0.0869059665531538,0.0552323347047733,620.574725,625.2966,606.4091,616.3816,621.386403738318,610.039542477589,617.769968152867,2,1,4,3,2,4,3,"LC","LC","LC","LC","LC","LC","LC"
"17","AT31",240.8016,212.2452,211.38,210.2988,210.2132,210.196,0.881411086969522,0.877818087587458,0.873328084198776,0.872972604833191,0.872901176736367,0.0640375000000004,0.0360500000000007,0.148,0.0257000000000005,0.0301714714867523,0.0169850719827825,0.0700160847762322,0.0121581985050622,209.043325,210.4427,204.8452,210.9602,209.093454205607,205.850837188821,210.005953821656,2,1,3,1,1,3,1,"LC","LC","LC","LC","LC","LC","LC"
"18","AT32",3596.184,3489.004,3466.9484,3455.1392,3452.8,3450.6652,0.970196185734656,0.96406312913911,0.960779314962749,0.960128847689662,0.95953521844266,1.1980875,0.91898333333332,2.03540000000004,1.11850000000004,0.0343389546128351,0.0263394175911899,0.0587086903283602,0.0322618011851587,3429.099625,3443.05483333333,3387.234,3433.079,3430.50215327103,3397.56809612108,3430.38514363057,2,1,3,2,2,3,2,"LC","LC","LC","LC","LC","LC","LC"
"19","AT33",491.8056,486.4956,485.7588,484.4204,484.2196,484.0704,0.989203050961599,0.987704898032881,0.984983497544558,0.98457520613836,0.984271834236942,0.0757875000000006,0.0307000000000007,0.21105,0.0874999999999915,0.0155782498341199,0.00631043734002953,0.0434474887536778,0.0180130550388364,482.706225,484.9606,475.9431,482.1206,482.992114018692,477.592060752842,482.643498726114,1,0,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"20","AT34",167.5268,163.5256,162.9968,161.8124,161.734,161.674,0.976116060236332,0.972959550352541,0.965889636762596,0.965421651938675,0.965063500287715,0.0578624999999997,0.0220333333333329,0.16535,0.0345999999999975,0.0353843679521737,0.013473935171822,0.101443709324355,0.0212274105994704,160.632475,162.423933333333,155.2581,161.7956,160.780530841121,156.593967111021,160.955360509554,2,1,5,1,2,4,2,"LC","LC","LC","LC","LC","LC","LC"
"21","AT35",30.1476,19.5128,18.71,18.4276,18.378,18.3744,0.647242234871101,0.620613249479229,0.61124600299858,0.609600764239939,0.609481351749393,0.0355749999999999,0.0334499999999999,0.0419499999999999,0.0133000000000001,0.18231622319708,0.17142593579599,0.224211651523249,0.0710849812934265,17.73405,17.8403,17.4153,18.8478,17.6776299065421,17.4640344542402,18.4112283439491,9,9,11,3,9,10,6,"LC","LC","LC","LC","LC","LC","LC"
"22","AT36",51.4116,33.5308,31.96,29.9712,29.8592,29.7644,0.652203004769352,0.621649588808751,0.582965712018299,0.580787215336617,0.578943273502478,0.1177,0.0654499999999999,0.27445,0.0517000000000003,0.351020554236702,0.195193672683026,0.858729662077598,0.161764705882354,27.6458,30.2583,19.8083,30.9458,27.7807140186915,21.7715662266298,28.5727914012738,18,10,41,8,17,35,15,"LC","LC","VU","LC","LC","VU","LC"
"23","AT37",176.6464,122.4728,112.8844,106.6108,106.2076,106.1272,0.693321799934785,0.639041610811202,0.603526593239375,0.60124406724394,0.600788920691279,0.5108,0.399516666666667,0.84465,0.120899999999999,0.417072198888243,0.326208486020298,0.748243335660197,0.107100715422148,96.9328,102.496966666667,80.2403,116.4278,96.502811214953,84.2547819717476,104.998354458599,21,16,34,5,21,31,14,"LC","LC","VU","LC","LC","VU","LC"
"24","AT38",1290.854,909.3172,870.3608,854.3688,851.5792,849.7652,0.704430710211999,0.6742519293429,0.661863231628054,0.659702181656485,0.658296910417445,1.861,1.62318333333333,2.57445,1.15089999999998,0.204659056267714,0.178505733019603,0.295791124784112,0.132232517824789,816.2672,828.158033333333,780.5947,851.772200000001,815.598770093458,788.919384278934,833.506842356688,10,9,14,6,10,13,8,"LC","LC","LC","LC","LC","LC","LC"
"25","AT39",245.8596,225.77,222.4484,218.4864,217.718,216.984,0.918288323905188,0.904778174209996,0.888663285875353,0.885537924896974,0.882552481172181,0.2745625,0.138400000000001,0.683049999999998,0.375599999999999,0.121611595871905,0.0613013243566465,0.307059974358097,0.168848146356638,212.041875,218.85,191.6175,206.99,213.105364485981,196.677592329112,209.923419745223,6,3,15,8,6,13,7,"LC","LC","LC","LC","LC","LC","LC"
"26","AT40",596.3172,502.0212,493.1304,465.11,463.9972,463.16,0.841869394342474,0.826959879741856,0.779970794067319,0.778104673150464,0.776700722367223,1.2144125,0.370450000000001,3.7463,0.487499999999997,0.241904624744931,0.0737917044140766,0.759697637785056,0.0988582330353183,441.300575,483.4987,314.7062,477.6462,444.361442990654,346.339450571246,450.717227707006,12,4,37,5,11,31,10,"LC","LC","VU","LC","LC","VU","LC"
"27","AT41",307.5216,220.4128,212.6232,208.9188,208.1496,207.8656,0.716739246934199,0.69140899370971,0.67936301059828,0.676861722883856,0.675938210519196,0.3921,0.324566666666667,0.5947,0.263300000000001,0.177893479870498,0.14725400097756,0.279696665274532,0.123834087719497,200.8078,204.184466666667,190.6778,207.2478,200.756674766355,192.860428700149,205.980912101911,9,7,13,6,9,13,7,"LC","LC","LC","LC","LC","LC","LC"
"28","AT42",59.8564,54.6732,53.8604,52.9968,52.8664,51.7304,0.913406085230652,0.899826919093029,0.885399055071805,0.883220507748545,0.864241751926277,0.0919624999999999,0.0338666666666668,0.266249999999999,0.316599999999999,0.168203982938624,0.0619438164707147,0.494333499194212,0.587815909276573,50.075075,52.9798666666667,41.3607,38.8432,51.2483813084112,44.2815896907407,39.0115407643313,8,3,24,29,6,19,29,"LC","LC","LC","LC","LC","LC","LC"
"29","AT43",286.2032,270.7712,268.8528,266.2556,265.994,265.86,0.946080267446346,0.93937733750007,0.930302666077808,0.929388630176043,0.928920431357861,0.153475,0.0799333333333341,0.374099999999999,0.0989000000000004,0.0566806957313039,0.0295206186379254,0.139146774740675,0.0367859289544317,263.09745,266.774533333333,252.0662,265.8262,263.361777570093,254.738909342535,264.505140764331,3,1,7,2,3,6,2,"LC","LC","LC","LC","LC","LC","LC"
"30","AT44",163.4576,88.7144,73.2196,64.7528,64.3312,63.2552,0.542736464991533,0.447942463366647,0.396144321218469,0.393565059073423,0.386982312232652,0.7956,0.645616666666667,1.24555,0.374399999999998,0.896810438891544,0.727747317985205,1.70111554829581,0.511338494064428,48.9344,56.4335666666667,26.4369,69.9944000000001,48.8905700934577,32.682156156045,50.419246178344,45,36,70,21,45,63,43,"VU","VU","EN","LC","VU","EN","VU"
"31","AT45",697.0252,451.4752,437.408,431.6956,430.7936,430.4944,0.64771718440022,0.627535417657783,0.619340018122731,0.618045947262739,0.617616694489668,0.65565,0.586133333333332,0.864200000000004,0.300300000000007,0.145223923706108,0.129826252545728,0.197572975345674,0.068654437047335,418.6927,422.168533333333,408.2652,436.4602,418.036181308411,410.48292730048,428.385936942675,7,6,10,3,7,9,5,"LC","LC","LC","LC","LC","LC","LC"
"32","AT46",571.8576,557.298,555.9052,552.8852,552.4164,552.0688,0.974539815506518,0.972104244133505,0.966823209134582,0.966003424628789,0.965395580997787,0.1634125,0.0580333333333319,0.479550000000003,0.204100000000011,0.0293222835897491,0.0104133396016731,0.0862647084430948,0.0367148931148712,549.127375,554.396333333333,533.3205,547.092999999999,549.830001869159,537.170863975873,548.767498726116,1,1,4,2,1,4,2,"LC","LC","LC","LC","LC","LC","LC"
"33","AT47",910.5756,894.258,891.6608,887.6752,887.002,886.1536,0.982079906380096,0.979227644579978,0.974850632940307,0.974111320356047,0.973179602001196,0.253262500000002,0.108216666666668,0.688400000000001,0.380400000000009,0.0283209655379098,0.0121012802420184,0.0772042462784056,0.0426619629347851,881.594875,888.847166666667,859.838,875.238,882.829908411215,865.390703712406,877.525788216561,1,1,4,2,1,3,2,"LC","LC","LC","LC","LC","LC","LC"
"34","AT48",20.3768,12.304,12.0464,11.8832,11.72,11.6912,0.60382395665659,0.591182128695379,0.583173020297593,0.575163911899808,0.57375053982961,0.01915,0.0107333333333333,0.0444,0.048,0.15564044213264,0.0872345036844387,0.368574843936778,0.398459290742463,11.3465,11.7673333333333,10.084,9.904,11.4388261682243,10.2871257333691,11.7789031847134,8,4,18,20,7,16,4,"LC","LC","LC","LC","LC","LC","LC"
"35","AT49",5647.1168,5561.6916,5550.6368,5535.572,5530.824,5524.0148,0.984872776139498,0.982915175404199,0.980247477792561,0.979406694757934,0.978200911303977,1.17740000000001,0.460616666666662,3.32775000000004,2.88930000000005,0.0211698181898472,0.00828195268264537,0.0599525805759807,0.0520534869080255,5502.8216,5538.66076666667,5395.3041,5417.2266,5512.03069906542,5423.43168788033,5456.5807245223,1,0,3,3,1,2,2,"LC","LC","LC","LC","LC","LC","LC"
"36","AT50",577.5424,526.6208,519.1616,516.202,515.7564,515.4424,0.911830542657994,0.898915127270309,0.89379065502377,0.893019109938941,0.892475426912379,0.349325,0.3108,0.4649,0.189899999999994,0.0663333085210459,0.0590177980056998,0.0895482254465662,0.0365782060922831,509.15455,511.0808,503.3758,517.1258,508.937355140187,504.755673441446,512.486106369427,3,3,4,2,3,4,3,"LC","LC","LC","LC","LC","LC","LC"
"37","AT51",1963.4028,1789.8828,1728.866,1703.0044,1698.5728,1693.7084,0.911622821358918,0.880545754544101,0.867373928569318,0.865116826766265,0.862639291336449,3.00545,2.54236666666667,4.3947,2.32400000000001,0.167913228732071,0.142040957467532,0.254195524696535,0.134423373471398,1639.6103,1662.76446666667,1570.1478,1673.6828,1640.69750280374,1588.03225355745,1645.27618789809,8,7,12,6,8,11,8,"LC","LC","LC","LC","LC","LC","LC"
"38","AT52",43.5968,31.8148,30.648,30.2872,30.246,30.2416,0.729750807398708,0.7029873752202,0.694711538461538,0.693766514973576,0.693665590135056,0.0491625000000001,0.0486166666666668,0.0508000000000002,0.0114000000000001,0.154527138312987,0.152811479772517,0.165753067084313,0.0371965544244325,29.356675,29.3839666666667,29.2748,31.2448,29.2528654205607,29.2751654680518,30.2302506369427,8,8,8,2,8,8,5,"LC","LC","LC","LC","LC","LC","LC"
"39","AT53",27.1028,19.4924,17.572,16.8096,16.684,16.5496,0.719202444027923,0.648346296323627,0.620216361409153,0.615582153873401,0.610623256637691,0.0919624999999999,0.0800166666666667,0.1278,0.0649999999999995,0.471786439843221,0.410501870814608,0.727293421352149,0.369906669701796,14.894275,15.4915666666667,13.1024,16.2424,14.8973663551402,13.5640995883327,15.2104124203822,24,21,33,17,24,30,22,"LC","LC","VU","LC","LC","VU","LC"
"40","AT54",187.7204,185.6204,185.0972,184.9368,184.9032,184.8992,0.988813149769551,0.986026025940707,0.985171563665963,0.984992574062275,0.984971265776122,0.0225374999999994,0.0218000000000001,0.0247499999999974,0.00939999999999941,0.0121417150270118,0.0117443987837544,0.0133713529972346,0.00507841285551559,184.493525,184.5304,184.3829,185.1504,184.45658317757,184.390333815,184.913021019108,1,1,1,0,1,1,0,"LC","LC","LC","LC","LC","LC","LC"
"41","AT55",760.3872,749.5344,746.7232,742.8236,742.1788,741.5976,0.985727271579532,0.982030207767832,0.976901767941386,0.976053778916847,0.975289431489641,0.248024999999998,0.117133333333333,0.640699999999995,0.3065,0.0330905426088514,0.0156274793169376,0.0858015393120229,0.0410459993743331,737.13315,743.677733333333,717.4994,734.2094,738.047631775701,722.348647211301,735.943446496816,2,1,4,2,2,4,2,"LC","LC","LC","LC","LC","LC","LC"
"42","AT56",701.6176,499.2812,480.4896,470.056,468.1268,465.9492,0.711614417882334,0.684831167291128,0.669960388678961,0.667210742717971,0.664107057747696,1.041625,0.782983333333334,1.81755,1.02669999999999,0.208624919183819,0.156822114137952,0.378270414177538,0.2136778818938,447.19995,460.132033333333,408.4037,447.9462,448.758878504673,418.311599045302,444.343111146497,10,8,18,10,10,16,11,"LC","LC","LC","LC","LC","LC","LC"
"43","AT57",137.0648,112.0368,108.8788,106.1196,105.7808,105.5096,0.817400236968208,0.794360039922723,0.774229415575699,0.771757592029463,0.769778965861403,0.203975,0.131583333333333,0.421149999999999,0.1525,0.18206071576482,0.117446529473649,0.386806246946145,0.140063997766324,101.83805,105.457633333333,90.9793000000001,104.4118,102.118175700935,93.6554351073573,102.778035987261,9,6,19,7,9,16,8,"LC","LC","LC","LC","LC","LC","LC"
"44","AT58",2252.3448,2231.5716,2228.192,2223.332,2222.5008,2221.2952,0.990777078180925,0.989276597437479,0.987118846102071,0.98674980846627,0.986214544060927,0.321137500000006,0.140816666666675,0.862099999999998,0.509199999999964,0.0143906428993811,0.00631020159365155,0.0386905616751159,0.0228526087518474,2215.514725,2224.53076666667,2188.4666,2206.1116,2217.16612523364,2195.48614962857,2208.8617066879,1,0,2,1,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"45","AZa1",18.7044,18.3164,18.306,18.2216,18.1956,18.1868,0.979256217788328,0.978700198883685,0.974187891619084,0.972797844357477,0.97232736682278,0.00405,0.00043333333333336,0.0148999999999999,0.00869999999999926,0.0221113319211199,0.00236582152242449,0.0813940784442255,0.0475254015076984,18.1139,18.2947333333333,17.5714,17.8814,18.1432990654206,17.6924942597852,18.1403401273886,1,0,4,2,1,3,1,"LC","LC","LC","LC","LC","LC","LC"
"46","AZa2",350.796,156.8812,130.0756,117.42,116.5116,116.1724,0.447214905529139,0.370801263412354,0.334724455238942,0.332134916019567,0.331167972268783,1.27215,1.1169,1.7379,0.311900000000001,0.810900222588813,0.711939990260146,1.33606917823174,0.23978363351774,93.2737,101.0362,69.9861999999999,141.2862,91.5633289719622,75.5911388401157,112.165393630573,41,36,55,10,42,52,29,"VU","VU","EN","LC","VU","EN","LC"
"47","AZa3",867.5872,593.3988,564.7208,546.6908,543.8828,530.9836,0.683964447608263,0.650909556987471,0.630127784273442,0.626891222000509,0.612023321690315,1.950475,1.19491666666667,4.21715,3.92679999999999,0.328695474274636,0.201368231055854,0.746767252065092,0.695352464439062,495.87505,533.652966666667,382.5413,397.058800000001,507.952850467289,418.395464925021,388.492665923567,16,10,36,33,14,29,35,"LC","LC","VU","VU","LC","LC","VU"
"48","AZa4",1787.3464,1364.7744,1289.2596,1260.6492,1253.78,1248.4128,0.763575767965292,0.72132609548994,0.705318901808849,0.701475662468115,0.69847277505916,3.6363,3.14645,5.10585,3.0591,0.26643964013393,0.230547261144406,0.396029628167981,0.237275720110985,1182.9594,1207.4519,1109.4819,1211.8194,1184.00641869159,1126.82048153788,1200.42465382166,13,12,19,11,13,17,12,"LC","LC","LC","LC","LC","LC","LC"
"49","AZa5",3235.1676,2284.7876,2203.942,2150.5292,2132.8992,2106.648,0.706234693992361,0.68124507676202,0.664735020219663,0.65928553438777,0.651171209800692,5.5668625,3.36856666666667,12.16175,10.9703,0.243649015777221,0.147434565325314,0.551818060547872,0.497758107971986,2006.444475,2116.35926666667,1676.7001,1736.2726,2035.64468971963,1764.74204951849,1845.91014458599,12,7,27,24,11,23,19,"LC","LC","LC","LC","LC","LC","LC"
"50","AZa6",653.4064,339.1896,301.0136,289.3776,287.1932,286.0296,0.519109699568293,0.460683580693425,0.442875368224125,0.439532272717255,0.437751451470325,1.66125,1.59066666666667,1.873,0.836999999999989,0.4897703231467,0.468960919399258,0.62223102211993,0.278060526168914,256.1271,259.656266666667,245.5396,297.339600000001,254.157087850467,247.578215273319,276.422763057325,24,23,28,12,25,27,19,"LC","LC","LC","LC","LC","LC","LC"
"51","AZa7",1274.7652,955.916,889.9532,884.0252,875.1724,859.3644,0.749876134051981,0.698131075432558,0.69348080728906,0.686536155834816,0.674135440785487,3.0172375,2.74845,3.8236,6.1652,0.315638351068504,0.287520033140987,0.429640569863674,0.692755529167152,805.054125,818.4935,764.736,647.656,816.520644859812,779.568942264818,703.18108566879,16,14,20,32,15,18,26,"LC","LC","LC","VU","LC","LC","LC"
"52","AZd1",6.4404,0.6076,0.568,0.3532,0.3532,0.3172,0.0943419663374946,0.0881932799205018,0.0548413142040867,0.0548413142040867,0.0492515992795479,0.009075,0.00165,0.03135,0.00900000000000001,1.49358130348914,0.271560236998026,5.5193661971831,1.58450704225352,0.15385,0.5251,0,0.1576,0.206536448598126,0,0,75,14,100,74,66,100,100,"EN","LC","CR","EN","EN","CR","CR"
"53","AZd2",13.216,10.9352,10.844,9.6756,9.6724,9.5168,0.827421307506053,0.820520581113801,0.732112590799031,0.731870460048426,0.720096852300242,0.044325,0.00380000000000003,0.1659,0.0396999999999998,0.405342380569171,0.0347501646060431,1.52987827369974,0.366101069715971,8.71895,10.7452,2.6402,8.95020000000001,8.98484299065419,4.28265179607205,7.50854458598726,20,2,76,18,18,61,31,"LC","LC","EN","LC","LC","EN","VU"
"54","AZd3",220.1216,216.7732,216.07,215.3868,215.3684,215.2172,0.984788407861836,0.981593809966855,0.978490070942606,0.978406480781532,0.977719587718788,0.0486250000000004,0.0293000000000004,0.1066,0.0424000000000007,0.0224312784052643,0.013516430997928,0.0493358633776092,0.0196232702364977,214.34195,215.3082,211.4432,214.6532,214.472912149533,212.274799555954,213.406474522293,1,1,2,1,1,2,2,"LC","LC","LC","LC","LC","LC","LC"
"55","AZd4",28.0788,26.8056,26.68,26.32,26.306,26.27,0.954656181888115,0.950183056255965,0.937361995526874,0.936863398720743,0.935581292647834,0.0167375,0.00523333333333327,0.05125,0.0125000000000002,0.0624403109797951,0.0195232836919646,0.192091454272864,0.0468515742128942,25.968725,26.5439333333333,24.2431,26.1806,26.0314411214953,24.693275143621,25.8228222929936,3,1,10,2,3,8,4,"LC","LC","LC","LC","LC","LC","LC"
"56","AZi1",1363.9048,1228.31,1215.0272,1202.8604,1201.3252,1200.1276,0.900583383825616,0.890844580941426,0.881924016984177,0.880798425227333,0.879920358077778,0.880699999999997,0.553449999999998,1.86245,0.683199999999999,0.0717001408439236,0.0450578437039508,0.153284634286376,0.0562291938814209,1184.275,1200.6375,1135.1875,1194.15,1185.62498504673,1147.25155264623,1188.17495509554,4,2,8,3,3,7,3,"LC","LC","LC","LC","LC","LC","LC"
"57","AZi3",1919.2856,1916.4824,1916.2628,1916.2628,1915.0608,1914.6164,0.998539456556127,0.998425038983255,0.999500439121723,0.997798764290213,0.997567219803035,0.0583124999999995,0.00915000000000532,0.205799999999982,0.411599999999964,0.00304268382532496,0.000477437204745805,0.0107396542895882,0.0214793085791763,1913.566775,1916.0249,1906.1924,1895.9024,1915.43189345794,1905.6074024589,1919.00323789809,0,0,1,1,0,1,0,"LC","LC","LC","LC","LC","LC","LC"
"58","AZi5",5176.9952,4872.7072,4846.1312,4829.3608,4825.7488,4815.0392,0.94122304768604,0.936089567940878,0.932850159876525,0.93215245785818,0.930083767510544,1.80212499999999,1.10733333333333,3.88649999999996,3.58040000000005,0.0369840609343403,0.0227252179924403,0.0801979938141162,0.073881615091231,4782.60095,4817.34053333333,4678.3822,4693.6872,4793.07558130841,4709.64097470975,4699.8789566879,2,1,4,4,2,3,4,"LC","LC","LC","LC","LC","LC","LC"
"59","AZi6",5302.936,4679.0044,4604.9892,4554.0108,4543.3332,4534.9768,0.882342234565908,0.868384834363455,0.858771593698283,0.856758067606322,0.85518226129827,4.50086249999998,3.08396666666666,8.75154999999995,4.75849999999991,0.0961927392075114,0.0659107451719143,0.190044962537588,0.103333575679177,4453.961275,4524.80606666667,4241.4269,4441.0794,4462.48854392523,4292.72047160606,4458.7274566879,5,3,9,5,5,8,5,"LC","LC","LC","LC","LC","LC","LC"
"60","AZi7",2130.1056,2001.3092,1995.2164,1985.2444,1984.6736,1983.6596,0.939535204264052,0.936674876588278,0.931993418542254,0.931725450606768,0.931249417869236,0.551549999999999,0.253866666666662,1.44460000000001,0.396200000000022,0.0275594595777603,0.0126850297128831,0.0724031739113616,0.0198574951569174,1973.7317,1988.61586666667,1929.0792,1981.4992,1975.20518130841,1940.63932625697,1971.59187643312,1,1,4,1,1,3,1,"LC","LC","LC","LC","LC","LC","LC"
"61","AZi8",407.1792,181.9356,164.8276,146.2984,144.5692,143.7668,0.446819483902911,0.404803585251899,0.35929733149434,0.355050552680491,0.353079921567703,1.192775,0.712833333333334,2.6326,0.632899999999999,0.655602861671932,0.391805305467063,1.59718396676285,0.383976955315736,122.29685,146.293933333333,50.3056,150.2906,123.469755140187,67.7218478662682,135.475033121019,33,20,72,17,32,63,26,"VU","LC","EN","LC","VU","EN","LC"
"62","AZs3",12.9664,12.0748,12.0156,11.976,11.9752,11.972,0.93123766041461,0.926672013820336,0.923617966436328,0.923556268509378,0.923309476801579,0.00321250000000001,0.00246666666666669,0.00544999999999995,0.00100000000000033,0.0266049955278763,0.0204282196530517,0.0453577016545154,0.00832251406505155,11.914175,11.9514666666667,11.8023,12.0248,11.9134429906542,11.8327103471882,11.9295089171975,1,1,2,0,1,2,1,"LC","LC","LC","LC","LC","LC","LC"
"63","Dg1",335.9332,335.6452,335.6452,333.036,333.016,332.8976,0.999142686700808,0.999142686700808,0.991375666352715,0.991316130706938,0.990963679683937,0.0858624999999993,0,0.343449999999997,0.0345999999999975,0.0255813281405482,0,0.102325312562193,0.0103085043373174,331.352075,335.6452,318.4727,333.9152,331.753158878505,321.785358705607,331.047859235669,1,0,5,1,1,4,1,"LC","LC","LC","LC","LC","LC","LC"
"64","Dg10",2094.648,2091.7496,2090.4224,2084.7316,2084.4008,2084.2796,0.998616283022255,0.997982668209647,0.995265839415501,0.995107913119531,0.995050051369013,0.233437500000008,0.0553000000000073,0.76785000000001,0.113000000000056,0.0111599160817341,0.00264371987928227,0.0367318107574818,0.00540560606316008,2080.077725,2088.9846,2053.3571,2086.0996,2080.77271775701,2059.90680508062,2082.59399745223,1,0,2,0,1,2,0,"LC","LC","LC","LC","LC","LC","LC"
"65","Dg2",361.43,361.4276,361.4276,361.418,361.398,361.3932,0.999993359710041,0.999993359710041,0.999966798550203,0.999911462800542,0.999898182220624,0.00107500000000016,0,0.00430000000000064,0.00620000000000687,0.00029743162946055,0,0.0011897265178422,0.00171541963037877,361.37385,361.4276,361.2126,361.1176,361.389861682243,361.239754860912,361.391686624203,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"66","Dg3",160.0684,159.6936,159.6936,156.5212,156.5132,156.4688,0.997658500990826,0.997658500990826,0.977839473625025,0.977789494990892,0.977512113571448,0.100775000000001,0,0.403100000000002,0.0131000000000014,0.0631052214991712,0,0.252420885996685,0.00820320914551456,154.65485,159.6936,139.5386,159.0386,155.034902803738,143.370702254457,155.304893630573,3,0,13,0,3,10,3,"LC","LC","LC","LC","LC","LC","LC"
"67","Dg4",107.7996,107.52,107.5172,107.2488,107.242,107.1928,0.997406298353612,0.997380324231259,0.994890519074282,0.994827439062854,0.994371036627223,0.0102249999999997,0.000116666666666395,0.0405499999999996,0.0139999999999993,0.00950985863095211,0.000108506944444192,0.0377148958492219,0.0130211724263647,107.00875,107.514166666667,105.4925,106.82,107.088943925234,105.904481789504,106.595384394904,0,0,2,1,0,2,1,"LC","LC","LC","LC","LC","LC","LC"
"68","Dg5",592.286,592.286,592.286,592.016,591.9524,591.9344,1,1,0.999544139148992,0.999436758592977,0.999406367869577,0.0109874999999988,0,0.0439499999999953,0.0203999999999951,0.00185510040757317,0,0.00742040163029267,0.00344428198539136,591.736625,592.286,590.0885,591.266,591.815308411215,590.462745996651,591.847054140127,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
"69","Dg6",8.2236,8.2236,8.2236,8.1068,8.1068,8.1068,1,1,0.98579697456102,0.98579697456102,0.98579697456102,0.00364999999999999,0,0.0145999999999999,0,0.0443844544968139,0,0.177537817987256,0,8.0411,8.2236,7.4936,8.2236,8.05331214953271,7.63146807404461,8.08169171974522,2,0,9,0,2,7,2,"LC","LC","LC","LC","LC","LC","LC"
"70","Dg7",247.0048,246.0048,245.4416,244.1796,244.1176,244.0452,0.995951495679436,0.993671378046095,0.988562165593543,0.988311158325668,0.988018046612859,0.0612374999999998,0.0234666666666665,0.17455,0.0335999999999999,0.02489280696962,0.00953910926399259,0.0711167137111231,0.0136896108891076,242.942925,244.831466666667,237.2773,244.3248,243.098153271028,238.709796704811,243.124091082802,1,0,4,1,1,3,1,"LC","LC","LC","LC","LC","LC","LC"
"71","Dg8",343.1992,343.1836,343.1836,342.9408,342.932,342.9244,0.999954545348591,0.999954545348591,0.999247084492038,0.999221443406628,0.999199298832864,0.00810000000000066,0,0.0324000000000026,0.00410000000000821,0.00236025264610566,0,0.00944101058442264,0.00119469578383355,342.7786,343.1836,341.5636,342.9786,342.816061682243,341.867640837396,342.81015732484,0,0,0,0,0,0,0,"LC","LC","LC","LC","LC","LC","LC"
