"","T_MAPCODE","LC","1750","1990","2014","2018","2020","2022","prop_nat1990","prop_nat2014","prop_nat2018","prop_nat2020","prop_nat2022","A3_1990","A3_2014","A3_2018","A3_2020","A3_2022"
"417","SVk7","nat",13360.5836,13200.418,13182.0172,13142.274,13132.408,13112.6348,0.988012080550134,0.986634835322613,0.983660174844458,0.982921734047606,0.981441768756269,"LC","LC","LC","LC","LC"
"418","SVk8","nat",3363.508,3263.79,3256.5296,3243.4308,3241.1848,3235.7984,0.970352976713598,0.968194397040233,0.964300010584188,0.963632255371475,0.962030832095538,"LC","LC","LC","LC","LC"
"419","SVk9","nat",5779.5996,5624.214,5568.2308,5531.512,5519.2396,5504.2496,0.973114815773743,0.963428470027578,0.9570752963579,0.954951896667721,0.952358291394442,"LC","LC","LC","LC","LC"
"420","SVkd1","nat",37063.7256,37040.0648,37036.0064,37012.5328,37007.9424,37004.7196,0.999361618412155,0.999252120515375,0.998618789687996,0.998494938134336,0.998407985191861,"LC","LC","LC","LC","LC"
"421","SVkd2","nat",2242.3668,2242.0984,2242.096,2239.9764,2239.5172,2239.5116,0.999880305041976,0.999879234744289,0.998933983503502,0.998729199879342,0.998726702518071,"LC","LC","LC","LC","LC"
"422","SVkd3","nat",2898.1244,2897.932,2897.932,2898.1824,2898.1208,2898.1184,0.999933612235555,0.999933612235555,1.00002001294354,0.999998757817297,0.999997929695495,"LC","LC","LC","LC","LC"
"423","SVkd4","nat",762.4428,762.3372,762.3372,762.2864,762.2544,762.2544,0.999861497806786,0.999861497806786,0.999794869857778,0.999752899496198,0.999752899496198,"LC","LC","LC","LC","LC"
"424","SVl1","nat",2090.6908,1703.552,1607.7448,1596.0408,1585.8384,1579.2596,0.814827328842696,0.769001709865466,0.76340356020125,0.758523642042142,0.755376930916805,"LC","LC","LC","LC","LC"
"425","SVl10","nat",942.7836,672.2176,638.034,621.6892,618.5128,615.1964,0.713013675672763,0.676755514202835,0.659418767997237,0.656049596110921,0.652531927793398,"LC","LC","LC","LC","LC"
"426","SVl11","nat",630.6152,611.7144,602.654,599.1152,598.9264,596.5872,0.970027998056501,0.955660440788614,0.950048777764951,0.949749387582158,0.946039993961452,"LC","LC","LC","LC","LC"
"427","SVl12","nat",468.3948,384.416,372.4024,368.6232,368.4948,368.3856,0.820709367396905,0.795060918695084,0.786992511445473,0.78671838372245,0.786485247060813,"LC","LC","LC","LC","LC"
"428","SVl13","nat",109.4832,76.1768,73.9276,72.67,72.5552,72.4612,0.695785289432534,0.675241498238999,0.66375480439008,0.662706241688222,0.661847662472416,"LC","LC","LC","LC","LC"
"429","SVl14","nat",4460.3124,3502.5956,3441.3408,3423.7496,3421.8328,3420.6212,0.785280331485301,0.771547033342328,0.767603094348279,0.767173348664995,0.766901708499163,"LC","LC","LC","LC","LC"
"430","SVl15","nat",1335.0152,1334.6324,1334.5932,1344.7112,1344.0928,1343.736,0.999713261691702,0.999683898730142,1.00726283865532,1.0067996229556,1.00653236008099,"LC","LC","LC","LC","LC"
"431","SVl16","nat",2583.6644,2319.5988,2266.5748,2256.1668,2252.8552,2251.9056,0.897794156237939,0.877271366977847,0.873242980009323,0.871961234593781,0.871593694599035,"LC","LC","LC","LC","LC"
"432","SVl17","nat",134.5176,56.8588,45.588,43.1824,42.7248,42.6524,0.422686696759383,0.338899891166658,0.321016729409386,0.317614944066799,0.317076724532701,"VU","VU","VU","VU","VU"
"433","SVl18","nat",1124.2472,932.5992,885.522,872.2916,866.8908,865.0132,0.829532152715168,0.787657732214054,0.775889501881793,0.771085576197121,0.769415480865774,"LC","LC","LC","LC","LC"
"434","SVl19","nat",152.9456,97.448,88.1284,83.7092,81.0864,80.776,0.637141571905305,0.57620748815265,0.547313554623343,0.530164973689992,0.528135493927252,"LC","LC","LC","LC","LC"
"435","SVl2","nat",181.636,181.6164,181.6164,183.834,183.83,183.8284,0.99989209187606,0.99989209187606,1.01210112532758,1.01207910326147,1.01207029443502,"LC","LC","LC","LC","LC"
"436","SVl20","nat",1645.0052,876.9992,695.062,660.5944,651.9612,648.648,0.533128527496448,0.422528755532201,0.401575873437968,0.396327744131143,0.394313647154428,"LC","VU","VU","VU","VU"
"437","SVl21","nat",335.058,289.8676,275.1308,271.8556,270.8504,268.5708,0.865126634791588,0.821143801968614,0.811368777942923,0.808368700344418,0.801565102161417,"LC","LC","LC","LC","LC"
"438","SVl22","nat",5173.6088,3867.7848,3745.9936,3691.1412,3684.1444,3681.678,0.747599006712684,0.72405814680074,0.713455798977302,0.71210339676243,0.711626669569605,"LC","LC","LC","LC","LC"
"439","SVl23","nat",8564.76,6110.1372,5832.8444,5737.736,5714.6308,5704.3004,0.71340436859877,0.681028353392273,0.669923733998384,0.667226028516853,0.666019876797482,"LC","LC","LC","LC","LC"
"440","SVl24","nat",694.624,234.4816,196.7136,184.52,182.8452,182.28,0.337566222877413,0.283194361265951,0.265640116091583,0.263229027502649,0.262415349887133,"VU","EN","EN","EN","EN"
"441","SVl25","nat",660.6068,520.7136,492.0456,477.2796,475.112,472.9328,0.788235301241223,0.744838836051945,0.722486659235115,0.719205433549882,0.715906648251274,"LC","LC","LC","LC","LC"
"442","SVl26","nat",703.5132,601.252,538.3892,523.9772,518.7536,510.344,0.854642101953453,0.765286564630202,0.744800808286184,0.737375787689556,0.725422067418209,"LC","LC","LC","LC","LC"
"443","SVl27","nat",539.908,442.2076,436.782,428.3168,428.0332,426.688,0.81904250353764,0.808993384058025,0.793314416530224,0.792789141853797,0.790297606258844,"LC","LC","LC","LC","LC"
"444","SVl3","nat",19839.1584,15762.6916,15175.7436,15006.9544,14942.614,14882.14,0.794524207236533,0.764938879665379,0.756430998605263,0.753187897325322,0.750139683344632,"LC","LC","LC","LC","LC"
"445","SVl4","nat",2722.0444,2027.8216,1977.182,1970.0104,1969.22,1968.0536,0.744962719932121,0.726359202663998,0.723724565256908,0.723434195268821,0.723005693808668,"LC","LC","LC","LC","LC"
"446","SVl5","nat",3568.624,3098.4716,2993.8592,2981.9072,2977.3808,2975.3692,0.868253870399347,0.838939378315003,0.835590188263039,0.834321800223279,0.833758109568282,"LC","LC","LC","LC","LC"
"447","SVl6","nat",760.2468,758.7256,758.638,757.8224,757.7924,757.7016,0.997999070828052,0.9978838450882,0.996811035574237,0.996771574704425,0.996652139805126,"LC","LC","LC","LC","LC"
"448","SVl7","nat",323.4536,293.2524,288.9228,287.4316,286.722,286.2132,0.906628956981774,0.89324342038549,0.888633176443236,0.886439353279728,0.88486633013205,"LC","LC","LC","LC","LC"
"449","SVl8","nat",3399.5656,1997.3848,1815.4912,1783.0972,1757.1012,1748.3556,0.587541184673712,0.534036230981982,0.524507366470587,0.51686050711891,0.514287943141912,"LC","LC","LC","LC","LC"
"450","SVl9","nat",3562.4732,1337.354,1193.8972,1128.4212,1121.308,1115.6136,0.375400438100138,0.335131559726541,0.316752193391939,0.314755490651831,0.3131570505569,"VU","VU","VU","VU","VU"
"451","SVmp1","nat",8796.3576,8406.836,8233.5284,8203.8444,8158.2776,8133.022,0.955717853034988,0.936015652660597,0.93264107407366,0.927460884491554,0.924589741553936,"LC","LC","LC","LC","LC"
"452","SVmp2","nat",2779.8908,2741.032,2726.9184,2727.6976,2720.6736,2718.2392,0.986021465303601,0.980944431342411,0.981224730122493,0.978698012166521,0.977822294314582,"LC","LC","LC","LC","LC"
"453","SVmp3","nat",277.0592,276.9384,276.928,276.912,276.8908,276.878,0.999563992099883,0.9995264549959,0.999468705605156,0.99939218766242,0.999345988149825,"LC","LC","LC","LC","LC"
"454","SVmp4","nat",2804.706,2800.6376,2800.5668,2801.104,2801.0552,2800.2144,0.998549437980309,0.998524194692777,0.998715729919642,0.998698330591513,0.998398548724893,"LC","LC","LC","LC","LC"
"455","SVmp5","nat",5315.1356,4833.8992,4752.448,4742.5676,4730.6428,4722.0828,0.909459243147061,0.894134855186009,0.89227593741917,0.890032382240634,0.888421887110463,"LC","LC","LC","LC","LC"
"456","SVmp6","nat",3154.1124,2563.3996,2471.538,2452.8868,2444.4892,2431.4684,0.812716629882943,0.783592239769261,0.777678943844867,0.77501651494728,0.770888317106264,"LC","LC","LC","LC","LC"
"457","SVmp7","nat",2225.5536,2094.296,2045.8584,2035.4956,2030.1208,2027.626,0.941022494358257,0.91925820164475,0.914601921966741,0.912186882400855,0.911065902883669,"LC","LC","LC","LC","LC"
"458","SVmp8","nat",310.438,310.3024,310.3008,310.294,310.2928,310.2836,0.999563197804393,0.999558043796185,0.999536139261302,0.999532273755146,0.999502638207951,"LC","LC","LC","LC","LC"
"459","SVs1","nat",2706.5924,2083.5492,2043.156,1979.2948,1975.5564,1972.284,0.769805309436323,0.754881303886023,0.731286617076143,0.729905396911629,0.728696348958935,"LC","LC","LC","LC","LC"
"460","SVs2","nat",2215.6012,1724.7276,1681.9944,1636.8384,1633.782,1631.75,0.778446771016372,0.759159364961528,0.738778440813265,0.737398950677586,0.736481818117809,"LC","LC","LC","LC","LC"
"461","SVs3","nat",1533.5048,1109.0464,1056.9168,1020.0856,1016.3196,1014.296,0.723210256661733,0.689216492833932,0.665198830809007,0.662743018476369,0.661423426910695,"LC","LC","LC","LC","LC"
"462","SVs4","nat",803.1036,369.5864,343.7804,332.116,327.4648,325.9052,0.460197663165749,0.42806482252103,0.413540668974713,0.407749137222147,0.405807171079796,"VU","VU","VU","VU","VU"
"463","SVs5","nat",1812.6008,375.5448,287.8528,255.7072,252.3812,250.3336,0.207185608656909,0.158806506098861,0.141071988934353,0.139237056499148,0.138107408978303,"EN","EN","EN","EN","EN"
"464","SVs6","nat",10185.4844,7324.1972,7169.2912,7063.0464,7044.2944,7037.5756,0.719081873023143,0.703873367083062,0.693442365882962,0.691601314513819,0.690941669892499,"LC","LC","LC","LC","LC"
"465","SVs7","nat",7762.2768,5224.1444,4931.6712,4828.0532,4803.496,4782.816,0.673017019954764,0.635338229628709,0.62198931117736,0.618825651772686,0.616161484991105,"LC","LC","LC","LC","LC"
"466","SVs8","nat",1527.7652,962.1904,903.9,866.9884,857.2884,848.6824,0.629802537719801,0.591648507244438,0.567487988337475,0.56113884515762,0.555505780600317,"LC","LC","LC","LC","LC"
